C\A,1.4295,1.4295,1.4295,1.42951,1.42951,1.42951,1.42951,1.42951,1.42952,1.42952,1.42952,1.42952,1.42952,1.42953,1.42953,1.42953,1.42953,1.42953,1.42954,1.42954,1.42954,1.42954,1.42954,1.42955,1.42955,1.42955,1.42955,1.42955,1.42956,1.42956,1.42956,1.42956,1.42956,1.42957,1.42957,1.42957,1.42957,1.42957,1.42958,1.42958,1.42958,1.42958,1.42958,1.42959,1.42959,1.42959,1.42959,1.42959,1.4296,1.4296,1.4296,1.4296,1.4296,1.42961,1.42961,1.42961,1.42961,1.42961,1.42962,1.42962,1.42962,1.42962,1.42962,1.42963,1.42963,1.42963,1.42963,1.42963,1.42964,1.42964,1.42964,1.42964,1.42964,1.42965,1.42965,1.42965,1.42965,1.42965,1.42966,1.42966,1.42966,1.42966,1.42966,1.42967,1.42967,1.42967,1.42967,1.42967,1.42968,1.42968,1.42968,1.42968,1.42968,1.42969,1.42969,1.42969,1.42969,1.42969,1.4297,1.4297,1.4297,1.4297,1.4297,1.42971,1.42971,1.42971,1.42971,1.42971,1.42972,1.42972,1.42972,1.42972,1.42972,1.42973,1.42973,1.42973,1.42973,1.42973,1.42974,1.42974,1.42974,1.42974,1.42974,1.42975,1.42975,1.42975,1.42975,1.42975,1.42976,1.42976,1.42976,1.42976,1.42976,1.42977,1.42977,1.42977,1.42977,1.42977,1.42978,1.42978,1.42978,1.42978,1.42978,1.42979,1.42979,1.42979,1.42979,1.42979,1.4298,1.4298,1.4298,1.4298,1.4298,1.42981,1.42981,1.42981,1.42981,1.42981,1.42982,1.42982,1.42982,1.42982,1.42982,1.42983,1.42983,1.42983,1.42983,1.42983,1.42984,1.42984,1.42984,1.42984,1.42984,1.42985,1.42985,1.42985,1.42985,1.42985,1.42986,1.42986,1.42986,1.42986,1.42986,1.42987,1.42987,1.42987,1.42987,1.42987,1.42988,1.42988,1.42988,1.42988,1.42988,1.42989,1.42989,1.42989,1.42989,1.42989,1.4299,1.4299,1.4299,1.4299,1.4299,1.42991,1.42991,1.42991,1.42991,1.42991,1.42992,1.42992,1.42992,1.42992,1.42992,1.42993,1.42993,1.42993,1.42993,1.42993,1.42994,1.42994,1.42994,1.42994,1.42994,1.42995,1.42995,1.42995,1.42995,1.42995,1.42996,1.42996,1.42996,1.42996,1.42996,1.42997,1.42997,1.42997,1.42997,1.42997,1.42998,1.42998,1.42998,1.42998,1.42998,1.42999,1.42999,1.42999,1.42999,1.42999,1.43,1.43,1.43,1.43,1.43,1.43001,1.43001,1.43001,1.43001,1.43001,1.43002,1.43002,1.43002,1.43002,1.43002,1.43003,1.43003,1.43003,1.43003,1.43003,1.43004,1.43004,1.43004,1.43004,1.43004,1.43005,1.43005,1.43005,1.43005,1.43005,1.43006,1.43006,1.43006,1.43006,1.43006,1.43007,1.43007,1.43007,1.43007,1.43007,1.43008,1.43008,1.43008,1.43008,1.43008,1.43009,1.43009,1.43009,1.43009,1.43009,1.4301,1.4301,1.4301,1.4301,1.4301,1.43011,1.43011,1.43011,1.43011,1.43011,1.43012,1.43012,1.43012,1.43012,1.43012,1.43013,1.43013,1.43013,1.43013,1.43013,1.43014,1.43014,1.43014,1.43014,1.43014,1.43015,1.43015,1.43015,1.43015,1.43015,1.43016,1.43016,1.43016,1.43016,1.43016,1.43017,1.43017,1.43017,1.43017,1.43017,1.43018,1.43018,1.43018,1.43018,1.43018,1.43019,1.43019,1.43019,1.43019,1.43019,1.4302,1.4302,1.4302,1.4302,1.4302,1.43021,1.43021,1.43021,1.43021,1.43021,1.43022,1.43022,1.43022,1.43022,1.43022,1.43023,1.43023,1.43023,1.43023,1.43023,1.43024,1.43024,1.43024,1.43024,1.43024,1.43025,1.43025,1.43025,1.43025,1.43025,1.43026,1.43026,1.43026,1.43026,1.43026,1.43027,1.43027,1.43027,1.43027,1.43027,1.43028,1.43028,1.43028,1.43028,1.43028,1.43029,1.43029,1.43029,1.43029,1.43029,1.4303,1.4303,1.4303,1.4303,1.4303,1.43031,1.43031,1.43031,1.43031,1.43031,1.43032,1.43032,1.43032,1.43032,1.43032,1.43033,1.43033,1.43033,1.43033,1.43033,1.43034,1.43034,1.43034,1.43034,1.43034,1.43035,1.43035,1.43035,1.43035,1.43035,1.43036,1.43036,1.43036,1.43036,1.43036,1.43037,1.43037,1.43037,1.43037,1.43037,1.43038,1.43038,1.43038,1.43038,1.43038,1.43039,1.43039,1.43039,1.43039,1.43039,1.4304,1.4304,1.4304,1.4304,1.4304,1.43041,1.43041,1.43041,1.43041,1.43041,1.43042,1.43042,1.43042,1.43042,1.43042,1.43043,1.43043,1.43043,1.43043,1.43043,1.43044,1.43044,1.43044,1.43044,1.43044,1.43045,1.43045,1.43045,1.43045,1.43045,1.43046,1.43046,1.43046,1.43046,1.43046,1.43047,1.43047,1.43047,1.43047,1.43047,1.43048,1.43048,1.43048,1.43048,1.43048,1.43049,1.43049,1.43049,1.43049,1.43049,1.4305,1.4305,1.4305,1.4305,1.4305,1.43051,1.43051
-1.76,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4,5,4,3,4,3,4,4,4,3,4,4,4,5,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,5,3,4,4,4,5,4,5,3,5,3,4,4,5,3,5,5,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,4,4,5,4,4,3,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,3,4,4,3,4,3,4,3,3,3,3,4,3,3,3,4,3,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,4,4,4,3,3,3,4,4,3,3,3,3,3,4,3,3,4,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,4,3,4,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,3,4,0,4,3,3,3,4,4,4,3,3,4,4,3,3,5,3,4,4,4,3,4,3,4,4,3,4,4,3,3,4,4,5,4,3,4,4,5,3,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,3,4,4,4,3,3,3,4,4,4,3,4,3,4,4,3,4,5,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
-1.76,4,4,5,5,5,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,3,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,5,4,4,4,3,5,4,4,5,3,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,5,3,4,5,4,4,4,4,3,4,5,3,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,4,4,3,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,3,3,4,4,3,3,4,4,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,4,3,4,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,4,4,3,4,3,3,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,3,4,4,3,4,3,4,4,3,3,3,3,4,4,3,3,3,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,3,3,3,4,3,4,3,5,4,4,4,5,4,3,4,3,3,3,4,3,3,3,3,4,4,4,4,4,3,4,3,4,5,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,3,5,5,4,3,3,4,4,4,4,3,3,3,3,3,4,3,3,4,3,3,4,4,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,3,4,4,4,4,4,4,4,4,3,5,5,4,4,4,4,4,4,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4
-1.76,4,5,4,5,3,3,4,4,4,4,4,4,4,3,4,5,3,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,5,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,4,4,3,3,4,3,4,3,5,4,4,4,3,4,4,4,3,4,4,4,4,4,4,5,4,4,3,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,5,4,5,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,5,3,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,4,4,3,5,3,4,4,4,3,4,3,3,3,3,3,4,4,3,3,4,4,4,3,4,3,4,3,3,3,3,3,5,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,4,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,3,3,3,3,4,4,4,5,3,4,5,3,4,3,4,3,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,3,3,3,4,4,4,3,5,3,3,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,4,3,3,4,4,4,5,4,4,4,5,4,4,5,4,4,4,5,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,4
-1.75999,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,3,5,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,4,4,4,4,3,5,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,5,4,4,4,4,3,4,4,4,5,4,4,3,5,4,4,4,5,4,4,4,3,4,5,4,4,4,3,5,4,4,4,4,4,4,4,5,4,4,4,4,3,3,3,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,4,3,4,4,4,4,4,5,4,5,3,4,4,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,4,4,3,3,4,5,4,4,4,3,4,3,3,3,4,3,4,3,3,4,4,4,3,3,4,3,4,3,4,4,4,3,4,3,3,3,3,3,4,3,3,3,4,3,3,4,3,4,4,4,3,4,4,3,3,4,3,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,3,4,4,5,4,5,4,4,5,4,3,4,4,4,5,4,4,4,5,4,4,3,5,3,3,4,4,4,3,3,3,4,4,4,3,4,4,4,3,4,3,3,4,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,4,5,4,4,4,3,4,4,4,4,4,4,3,3,5,5,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,5,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4
-1.75999,4,4,4,4,4,5,4,4,3,4,5,4,4,4,4,5,4,4,4,4,4,4,5,3,4,4,4,3,4,4,4,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,5,4,3,4,4,4,5,4,3,5,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,5,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,5,3,4,4,4,4,5,4,3,4,4,4,4,4,4,3,3,5,4,4,4,4,4,5,4,4,5,4,4,4,3,0,3,4,4,5,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,4,3,4,3,4,3,4,4,3,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3,4,3,4,4,4,4,4,3,4,3,4,3,5,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,4,3,3,3,5,4,4,3,3,4,4,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,3,3,4,3,4,4,4,4,4,3,4,3,4,4,4,4,5,5,4,4,4,4,4,3,5,3,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,4,4,5,4,4,4,3,4,4,4,5,4,4,4,5,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,5,4,4,3,4,4,4,4,3,4,3,4,4,4,4,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5,4,4
-1.75999,4,4,5,4,4,4,4,4,5,4,4,4,3,4,4,4,5,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,3,4,4,5,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,5,4,4,5,4,4,4,3,4,3,5,4,4,4,4,5,5,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5,4,3,4,4,4,4,5,4,4,4,4,4,4,3,5,3,3,4,4,4,5,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,1,3,3,4,4,4,3,3,4,3,4,4,3,4,3,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,4,4,4,3,3,5,3,4,4,4,3,3,1,5,3,4,3,3,4,4,4,3,3,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,3,4,4,4,4,3,4,3,3,3,4,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,3,4,3,4,4,4,4,3,3,4,3,3,3,4,4,4,3,3,3,3,4,3,3,3,4,3,4,3,4,3,3,3,5,4,4,3,5,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,5,4,4,4,4,5,4,3,3,4,3,4,3,5,4,3,4,4,4,3,3,3,4,3,4,3,3,3,4,3,5,4,4,5,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-1.75999,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,1,4,3,5,4,3,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,3,4,4,3,4,5,5,4,4,4,4,4,4,3,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,5,4,5,4,5,4,4,4,4,3,5,3,4,4,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,4,4,4,4,3,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,3,3,3,3,3,4,3,4,3,4,4,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,4,4,3,3,4,4,4,4,3,3,3,4,3,3,3,4,3,4,3,4,3,4,3,3,4,3,4,4,5,4,4,3,4,3,4,3,3,4,3,5,4,3,5,4,4,4,4,3,4,4,5,3,4,4,3,4,4,4,5,3,4,3,4,4,3,4,3,4,5,3,4,3,4,4,3,4,3,3,3,3,4,4,3,3,4,5,4,4,4,4,3,5,4,5,4,4,4,4,3,4,5,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,5,4,4,3,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5
-1.75999,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,3,4,4,4,4,4,4,5,5,5,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,5,4,5,3,5,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,5,3,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,5,4,3,4,3,3,4,4,3,4,4,3,4,4,4,3,5,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4,3,3,4,3,4,4,3,3,4,3,3,3,4,4,3,4,4,3,3,5,4,3,4,3,3,3,4,3,3,3,3,3,4,4,4,5,4,3,3,3,3,3,4,3,3,4,3,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,4,3,4,5,3,4,4,4,3,4,3,4,3,4,3,4,4,3,4,4,4,4,3,4,3,4,3,3,4,4,4,3,3,3,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,5,4,4,4,4,5,4,4,4,4,4,3,4,4,4,3,5,5,5,4,5,4,4,5,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,4,3,5,4,4,4,4,4,5,3,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,5,4,3,4,4,5,5,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4
-1.75998,4,4,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,5,4,5,4,4,3,4,4,3,4,3,4,4,4,4,5,4,4,4,4,5,5,4,4,3,4,4,4,4,3,3,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,5,4,4,3,4,5,4,4,3,4,4,3,4,3,4,4,4,4,4,3,4,4,4,5,4,4,3,5,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,3,4,3,3,4,5,4,3,4,4,4,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,5,4,3,4,5,3,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,4,3,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,4,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,3,4,5,5,4,4,4,4,5,4,4,4,4,3,5,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4,4,4,5,4,5,5,4,4,5,4,4,4,4,5,3,4,4,4,4,5,3,4,4,4,4,4,5,4,4,3,5,3,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,4,3,4,5,4,3,4,4,4,4,4,3,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,4,4,5,5,4,4,5,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4
